year,month,day,Qlps,Nmgpl,Pmgpl
1999,2,10,1.843588979,0.601705605,0.007241429
1999,2,11,1.781795266,0.531212243,0.007016467
1999,2,12,8.534207474,0.809468173,0.012597472
1999,2,13,3.294861416,0.725522595,0.009278569
1999,2,14,2.15721536,0.602398735,0.007276584
1999,2,15,2.125930352,0.588304711,0.00702111
1999,2,16,2.145130911,0.521155209,0.007325841
1999,2,17,4.097765653,0.729456253,0.009555081
1999,2,18,16.85268144,0.891565027,0.014885545
1999,2,19,3.262618968,0.674207824,0.009085936
1999,2,20,2.706718447,0.605142467,0.008222228
1999,2,21,2.417923758,0.604691491,0.007739825
1999,2,22,2.219785375,0.551185638,0.007672051
1999,2,23,2.146787024,0.504019916,0.007605526
1999,2,24,2.125930352,0.511884335,0.007533142
1999,2,25,2.032075328,0.521296503,0.007330983
1999,2,26,2.029435243,0.536208224,0.00745609
1999,2,27,1.896004072,0.473671108,0.007430328
1999,2,28,11.99041969,0.751459873,0.012748633
1999,3,1,3.557272664,0.660981271,0.010047388
1999,3,2,2.532635453,0.51725719,0.00841509
1999,3,3,4.746704868,0.642101946,0.010318025
1999,3,4,8.238624116,0.693406208,0.011792646
1999,3,5,2.77248718,0.51530584,0.008958998
1999,3,6,8.490206343,0.675732973,0.012140075
1999,3,7,4.430592593,0.601812246,0.009955995
1999,3,8,2.605633805,0.54294513,0.008550627
1999,3,9,3.101224176,0.556969831,0.008910267
1999,3,10,5.307362424,0.648180336,0.010121632
1999,3,11,3.408615671,0.556372677,0.009323184
1999,3,12,2.7203455,0.517287495,0.008623895
1999,3,13,2.506729271,0.485958103,0.008681826
1999,3,14,5.75592678,0.635313679,0.010563168
1999,3,15,14.4144276,0.75622372,0.013763732
1999,3,16,8.804906088,0.692319008,0.012903569
1999,3,17,7.600806716,0.673895658,0.011193794
1999,3,18,4.900562932,0.579712816,0.010304112
1999,3,19,3.752750757,0.539129608,0.010039732
1999,3,20,3.142679126,0.473366585,0.009342051
1999,3,21,34.97333835,0.909753376,0.015498524
1999,3,22,8.341218567,0.653417676,0.012136808
1999,3,23,4.322104259,0.527847995,0.00980105
1999,3,24,3.940460804,0.501193647,0.010005802
1999,3,25,3.506731735,0.505121527,0.009658534
1999,3,26,3.116454066,0.493343518,0.008966443
1999,3,27,2.950497753,0.477544389,0.009675522
1999,3,28,4.550854854,0.539750232,0.010434532
1999,3,29,3.022767242,0.490870497,0.009213766
1999,3,30,2.908055547,0.466091271,0.009384101
1999,3,31,2.793343851,0.47239403,0.009321243
1999,4,1,9.56965972,0.655319569,0.013123268
1999,4,2,4.750422928,0.487050078,0.009768709
1999,4,3,3.408615671,0.466350416,0.009073272
1999,4,4,8.876651944,0.609552392,0.012866089
1999,4,5,6.816663133,0.577711586,0.01142596
1999,4,6,3.152364546,0.424871747,0.009326629
1999,4,7,2.960197226,0.448772963,0.009468575
1999,4,8,2.918483883,0.414143633,0.009519954
1999,4,9,2.695676318,0.424681896,0.009397249
1999,4,10,3.064480586,0.466541155,0.009949714
1999,4,11,13.92071469,0.65233791,0.013909655
1999,4,12,6.961594576,0.560814878,0.011669516
1999,4,13,4.79558435,0.525756925,0.010598559
1999,4,14,2.960197226,0.445933962,0.009668379
1999,4,15,3.273047304,0.42837337,0.009759766
1999,4,16,4.571879725,0.499656461,0.010375247
1999,4,17,4.479117995,0.478084752,0.009808952
1999,4,18,3.273047304,0.430438139,0.009946964
1999,4,19,2.550016013,0.408045205,0.009492703
1999,4,20,2.553492125,0.408984218,0.009607365
1999,4,21,2.887198875,0.427288363,0.009648402
1999,4,22,6.152641646,0.542128321,0.011276238
1999,4,23,6.971069785,0.52541436,0.011129236
1999,4,24,4.561058925,0.464669026,0.009825703
1999,4,25,2.407495422,0.383944309,0.010153842
1999,4,26,2.178072031,0.388898901,0.009700292
1999,4,27,2.11208197,0.394476459,0.009580096
1999,4,28,2.063360336,0.401802026,0.009766767
1999,4,29,2.063360336,0.385584087,0.010085542
1999,4,30,1.968580219,0.392788787,0.010649568
1999,5,1,1.937575542,0.38305276,0.010233508
1999,5,2,1.92717524,0.398123059,0.010607077
1999,5,3,1.781795266,0.385223929,0.010463122
1999,5,4,1.781795266,0.383214526,0.010294116
1999,5,5,1.489521528,0.412958135,0.011116833
1999,5,6,1.612923504,0.382894958,0.010720609
1999,5,7,1.84293559,0.398176199,0.011210782
1999,5,8,3.343130207,0.485568309,0.010672561
1999,5,9,1.489521528,0.408820519,0.011344828
1999,5,10,1.612923504,0.388909708,0.011443567
1999,5,11,1.768423448,0.382690519,0.010534466
1999,5,12,1.768423448,0.400493272,0.011147553
1999,5,13,1.489521528,0.39943759,0.012601737
1999,5,14,1.333264688,0.393388279,0.011676742
1999,5,15,1.312520149,0.395012801,0.011723724
1999,5,16,1.312520149,0.39128356,0.012220676
1999,5,17,1.312520149,0.385566188,0.010835862
1999,5,18,1.468384525,0.412822264,0.012252343
1999,5,19,1.561426587,0.431777358,0.011585505
1999,5,20,1.312520149,0.381903389,0.012092029
1999,5,21,1.416130713,0.39691949,0.012235528
1999,5,22,1.781318702,0.421583136,0.011854594
1999,5,23,6.309178818,0.628627599,0.010309093
1999,5,24,8.04131981,0.59492259,0.011237615
1999,5,25,2.216617628,0.472033815,0.011340372
1999,5,26,1.552287776,0.413272718,0.012278653
1999,5,27,1.552287776,0.437249004,0.012470857
1999,5,28,1.603616494,0.440297926,0.011779973
1999,5,29,1.54194354,0.425603128,0.013304065
1999,5,30,1.479009093,0.401042285,0.012700173
1999,5,31,1.343749091,0.425151979,0.013442305
1999,6,1,1.302091813,0.447710493,0.013795175
1999,6,2,1.302091813,0.435010745,0.013904241
1999,6,3,1.291411179,0.450924812,0.013155244
1999,6,4,1.291411179,0.435924833,0.01403727
1999,6,5,1.197808454,0.422267323,0.014504839
1999,6,6,1.197808454,0.443531895,0.014468741
1999,6,7,1.197808454,0.44633764,0.014791106
1999,6,8,1.197808454,0.438939844,0.016166738
1999,6,9,1.197808454,0.451390779,0.014738751
1999,6,10,1.343076295,0.487108921,0.015607478
1999,6,11,1.446574726,0.488341401,0.014116233
1999,6,12,1.197808454,0.435042222,0.015661326
1999,6,13,3.986771586,0.678456916,0.008814641
1999,6,14,6.189617386,0.724223957,0.00836882
1999,6,15,2.240642047,0.634130644,0.013064726
1999,6,16,1.1143257,0.508629369,0.016093664
1999,6,17,5.228444391,0.74684989,0.008473149
1999,6,18,2.376210414,0.714554086,0.013250338
1999,6,19,1.093525095,0.514802306,0.01621866
1999,6,20,9.545691367,0.786745097,0.010326789
1999,6,21,2.942424202,0.762404932,0.011465867
1999,6,22,1.54194354,0.608333745,0.015454651
1999,6,23,1.343805157,0.604311143,0.015733183
1999,6,24,1.041383415,0.530067315,0.018175421
1999,6,25,1.301222785,0.578655396,0.017355325
1999,6,26,1.041383415,0.574017581,0.017380149
1999,6,27,2.734053716,0.781088218,0.01136397
1999,6,28,1.570733596,0.621381437,0.0166527
1999,6,29,1.051727651,0.598205218,0.018647248
1999,6,30,1.041383415,0.579988602,0.01802097
1999,7,1,1.516265164,0.669634501,0.017421772
1999,7,2,1.500230196,0.657522735,0.017139448
1999,7,3,1.041383415,0.582129023,0.019060902
1999,7,4,1.041383415,0.578910853,0.019331914
1999,7,5,1.030955079,0.559504853,0.02099681
1999,7,6,1.041355382,0.573426371,0.021917784
1999,7,7,1.041327349,0.588734157,0.019322167
1999,7,8,1.010098407,0.548478312,0.022412963
1999,7,9,1.010098407,0.536794723,0.022588163
1999,7,10,1.010098407,0.521410604,0.022208104
1999,7,11,1.010098407,0.577982982,0.022883576
1999,7,12,1.677511907,0.765182574,0.015826124
1999,7,13,2.790148071,1.007788101,0.010299325
1999,7,14,1.061987788,0.615303609,0.021735042
1999,7,15,1.030955079,0.587418966,0.022713856
1999,7,16,1.030899013,0.591079179,0.023388315
1999,7,17,1.030899013,0.563891365,0.024010587
1999,7,18,1.030899013,0.56489655,0.025421859
1999,7,19,1.041299315,0.537753292,0.025646949
1999,7,20,1.083096759,0.638026525,0.022563985
1999,7,21,1.061987788,0.604028608,0.021941538
1999,7,22,21.70215955,0.835919989,0.025415638
1999,7,23,1.687940243,0.878673254,0.01739575
1999,7,24,1.206919231,0.731682019,0.021534788
1999,7,25,1.291663477,0.773744199,0.019581487
1999,7,26,1.672297739,0.926429929,0.017938661
1999,7,27,1.187380118,0.70161451,0.022604004
1999,7,28,1.802651938,0.993330859,0.017023459
1999,7,29,1.600224482,0.87547113,0.018760137
1999,7,30,1.197808454,0.805143039,0.023235165
1999,7,31,1.187380118,0.707642128,0.023877722
1999,8,1,1.468945188,0.889129817,0.019890591
1999,8,2,1.176951782,0.671440143,0.023714088
1999,8,3,1.124445671,0.606662844,0.028410504
1999,8,4,1.124810102,0.600055355,0.02335018
1999,8,5,1.124810102,0.642840887,0.027520253
1999,8,6,1.030899013,0.581628542,0.027184094
1999,8,7,1.030955079,0.534504047,0.028639338
1999,8,8,1.15609511,0.648145815,0.026067869
1999,8,9,1.186483057,0.678850438,0.027301379
1999,8,10,1.030955079,0.527618457,0.029494378
1999,8,11,1.030955079,0.520590752,0.027660721
1999,8,12,1.030955079,0.546650785,0.031108174
1999,8,13,1.030955079,0.554651606,0.028316238
1999,8,14,1.187380118,0.702320705,0.024767199
1999,8,15,1.15609511,0.653116323,0.027841038
1999,8,16,1.093525095,0.621221466,0.02737407
1999,8,17,1.124810102,0.616117901,0.028631467
1999,8,18,1.051811751,0.602065178,0.02829652
1999,8,19,1.030955079,0.58180154,0.028913878
1999,8,20,8.997194537,0.763336062,0.017077791
1999,8,21,3.570759475,0.926141384,0.015321653
1999,8,22,1.165598352,0.662385767,0.027630342
1999,8,23,1.030955079,0.5803005,0.029222318
1999,8,24,8.48561738,0.780065511,0.016356691
1999,8,25,6.282379116,0.876212695,0.012402014
1999,8,26,82.50804831,0.715424275,0.032287302
1999,8,27,6.752971791,0.813770258,0.013751687
1999,8,28,1.927791969,0.81865756,0.018390953
1999,8,29,1.48980186,0.747290437,0.021224815
1999,8,30,1.343805157,0.726923124,0.022113225
1999,8,31,1.257687286,0.704212116,0.023399245
1999,9,1,1.281235141,0.730194659,0.022480362
1999,9,2,1.20823679,0.66945925,0.022988003
1999,9,3,1.197808454,0.663576774,0.021966228
1999,9,4,7.289975026,0.79723514,0.013885713
1999,9,5,82.50804831,0.627910781,0.031678027
1999,9,6,5.688832996,0.876377618,0.014696913
1999,9,7,8.178710332,0.75488642,0.016089495
1999,9,8,8.17957936,0.778519915,0.017511759
1999,9,9,23.28575282,0.673689557,0.021694187
1999,9,10,6.042947887,0.801287901,0.013296977
1999,9,11,2.297857729,0.84936871,0.016754721
1999,9,12,1.680875886,0.784041476,0.019478467
1999,9,13,1.500230196,0.792768773,0.018802685
1999,9,14,1.48980186,0.730621635,0.020193663
1999,9,15,8.144033312,0.741495257,0.013483073
1999,9,16,140.2782043,0.610014296,0.040241746
1999,9,17,5.942757069,0.875871629,0.013177931
1999,9,18,2.842954922,0.908730109,0.014464629
1999,9,19,2.425162576,0.915362925,0.016342079
1999,9,20,2.843134315,1.029572595,0.013578438
1999,9,21,11.60677748,0.661258425,0.019302403
1999,9,22,5.694760049,0.778032156,0.012538979
1999,9,23,2.324068735,0.876383308,0.015430249
1999,9,24,1.708796915,0.784746768,0.016684542
1999,9,25,1.578142423,0.725277916,0.016253639
1999,9,26,1.500230196,0.661941581,0.016536606
1999,9,27,1.65084361,0.694764431,0.016504271
1999,9,28,1.708796915,0.643535833,0.016468012
1999,9,29,3.370792691,0.759635432,0.012192273
1999,9,30,16.02738719,0.656463915,0.017696829
1999,10,1,2.191564363,0.638258854,0.013954257
1999,10,2,1.71922525,0.624585529,0.01458811
1999,10,3,1.708796915,0.592029814,0.015002898
1999,10,4,13.16255032,0.649918643,0.015838439
1999,10,5,6.828684211,0.69842359,0.011709964
1999,10,6,2.532635453,0.635908476,0.012436605
1999,10,7,2.036204314,0.583626022,0.012935598
1999,10,8,1.849064633,0.587811018,0.014030734
1999,10,9,1.708796915,0.564727394,0.013037961
1999,10,10,17.34891044,0.619276743,0.017399435
1999,10,11,2.931217981,0.697075953,0.010862173
1999,10,12,2.35885599,0.630334656,0.012073405
1999,10,13,2.140738589,0.634362589,0.011954587
1999,10,14,2.427831977,0.65336365,0.010960553
1999,10,15,1.797749064,0.617594924,0.011795234
1999,10,16,1.708796915,0.587680064,0.012011321
1999,10,17,6.156495128,0.700393401,0.009386879
1999,10,18,4.080454098,0.743723427,0.008993149
1999,10,19,1.813571932,0.618889213,0.01123505
1999,10,20,8.559540826,0.662191292,0.011325566
1999,10,21,2.754166431,0.688053364,0.010575106
1999,10,22,3.598033585,0.786418669,0.008914534
1999,10,23,3.012338906,0.743121498,0.00956539
1999,10,24,2.000453923,0.629264719,0.010083015
1999,10,25,1.756513668,0.615453023,0.01010448
1999,10,26,1.891512746,0.618970609,0.009324971
1999,10,27,1.766916127,0.643472214,0.00931876
1999,10,28,1.77136693,0.642031881,0.009152691
1999,10,29,1.71922525,0.635280623,0.009569562
1999,10,30,1.71922525,0.648372002,0.008970663
1999,10,31,1.896506961,0.648276241,0.008635215
1999,11,1,2.109886758,0.717705963,0.008077224
1999,11,2,6.659487668,0.698958087,0.009125
1999,11,3,2.626490477,0.759524582,0.007269845
1999,11,4,1.518447438,0.614505834,0.00787198
1999,11,5,1.528849897,0.621776,0.007903468
1999,11,6,1.500230196,0.639865205,0.007456862
1999,11,7,1.54194354,0.583628471,0.007442584
1999,11,8,1.854793618,0.61652473,0.006918656
1999,11,9,1.861211055,0.588324624,0.00680419
1999,11,10,1.583656883,0.586226615,0.00681301
1999,11,11,1.760938594,0.607299373,0.006703173
1999,11,12,1.458516852,0.594385873,0.006319855
1999,11,13,1.416803508,0.60583397,0.006589401
1999,11,14,1.416803508,0.574886346,0.006495282
1999,11,15,1.405365979,0.592738695,0.006161497
1999,11,16,1.436288712,0.576077743,0.005629927
1999,11,17,1.436340465,0.572003466,0.005948571
1999,11,18,1.415871945,0.56069768,0.005664538
1999,11,19,1.43766018,0.576244849,0.005443438
1999,11,20,1.416803508,0.595045759,0.005649167
1999,11,21,1.43766018,0.633710626,0.005199746
1999,11,22,1.416803508,0.585141147,0.005356901
1999,11,23,1.43766018,0.615856649,0.005068706
1999,11,24,1.641724342,0.619211481,0.004938395
1999,11,25,1.447027569,0.591378863,0.004919565
1999,11,26,12.43888179,0.797186172,0.007312191
1999,11,27,7.858694547,0.822547983,0.005928499
1999,11,28,2.433993228,0.66338751,0.004507449
1999,11,29,1.893867531,0.667613236,0.00438794
1999,11,30,1.927791969,0.656480418,0.004303695
1999,12,1,1.964071192,0.657986707,0.004485192
1999,12,2,2.073788672,0.651097168,0.003992432
1999,12,3,2.000790321,0.652257663,0.003888765
1999,12,4,2.016161119,0.655012861,0.003846751
1999,12,5,2.029332391,0.632952188,0.003935489
1999,12,6,7.749287588,0.899094848,0.00490507
1999,12,7,2.48212401,0.758039901,0.003966296
1999,12,8,2.063360336,0.665964719,0.003555634
1999,12,9,2.063360336,0.681636387,0.003536541
1999,12,10,8.425732079,0.958631087,0.005362415
1999,12,11,2.881713001,0.860898281,0.003676902
1999,12,12,2.26892535,0.711525955,0.003599411
1999,12,13,9.017145522,0.970963992,0.005514121
1999,12,14,47.36759674,0.982334756,0.00860147
1999,12,15,5.2833096,0.975230832,0.003738293
1999,12,16,3.41254894,0.948598608,0.003428327
1999,12,17,2.783313544,0.824801476,0.00356475
1999,12,18,2.563920461,0.79566872,0.00346467
1999,12,19,2.528856247,0.738968746,0.003232071
1999,12,20,5.936220416,0.976515645,0.003869578
1999,12,21,3.032614527,0.914160254,0.003422901
1999,12,22,2.532635453,0.763987799,0.002997861
1999,12,23,2.466589326,0.779484727,0.00302007
1999,12,24,2.341921217,0.737599228,0.002902156
1999,12,25,2.173164579,0.71816978,0.00283231
1999,12,26,2.300340492,0.707430958,0.00264955
1999,12,27,2.261498719,0.720620155,0.002746769
1999,12,28,2.233008505,0.71193872,0.002727214
1999,12,29,2.276987218,0.727287953,0.002594812
1999,12,30,2.256470771,0.672398354,0.002631598
1999,12,31,2.256655226,0.715532188,0.002424058
2000,1,1,1.945645717,0.723610648,0.002518028
2000,1,2,1.945700316,0.694276336,0.002401008
2000,1,3,2.188500367,0.705894433,0.002527718
2000,1,4,8.850842062,1.136664255,0.00379552
2000,1,5,3.596325718,0.965476726,0.002867744
2000,1,6,2.280226045,0.730077976,0.002549454
2000,1,7,1.854793618,0.692540503,0.002452025
2000,1,8,1.739071848,0.671485001,0.002249716
2000,1,9,1.739099147,0.672349588,0.002287972
2000,1,10,11.08168697,1.183450551,0.004197679
2000,1,11,3.551336457,0.965169488,0.002744317
2000,1,12,2.678632156,0.79413756,0.002721087
2000,1,13,2.365782078,0.739983889,0.002577923
2000,1,14,1.677511907,0.684916381,0.00235924
2000,1,15,1.667083571,0.686099258,0.002299784
2000,1,16,1.625370227,0.643847292,0.002206308
2000,1,17,1.625370227,0.661746743,0.002247917
