reachID,zoneID,len,downstreamZoneID,Cqinput,lateralBaseFrac,lateralStormFrac,hydraulicTable,exchangeRate,TransientStorageSize_m3,hourly_PAR,hourly_degree,daily_detritus
4,35,11.38071187,36,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,36,3.333333333,37,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,37,9.999999999,38,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,38,3.333333333,39,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,39,11.38071187,40,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,40,4.714045208,41,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,41,9.999999999,42,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,42,4.714045208,43,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,43,11.38071187,44,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,44,4.714045208,45,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,45,9.999999999,46,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,46,4.714045208,47,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,47,9.999999999,48,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,48,4.714045208,49,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,49,12.76142375,50,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,50,3.333333333,51,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,51,14.14213562,52,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,52,4.714045208,53,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,53,12.76142375,54,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,54,3.333333333,55,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,55,12.76142375,56,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,56,3.333333333,57,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,57,11.38071187,58,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,58,3.333333333,59,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,59,11.38071187,60,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,60,6.666666666,61,DRKR2SLB_qnp_bias.csv,0.00013465,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,61,11.38071187,62,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,62,3.333333333,63,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,63,9.999999999,64,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,64,3.333333333,65,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,65,11.38071187,66,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,66,4.714045208,67,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,67,9.999999999,68,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,68,4.714045208,69,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,69,11.38071187,70,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,70,4.714045208,71,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,71,9.999999999,72,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,72,4.714045208,73,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,73,9.999999999,74,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,74,4.714045208,75,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,75,12.76142375,76,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,76,3.333333333,77,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,77,14.14213562,78,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,78,4.714045208,79,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,79,12.76142375,80,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,80,3.333333333,81,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,81,12.76142375,82,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,82,3.333333333,83,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,83,11.38071187,84,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,84,3.333333333,85,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,85,11.38071187,86,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,86,6.666666666,87,DRKR2SLB_qnp_bias.csv,0.00013465,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,87,11.38071187,88,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,88,3.333333333,89,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,89,9.999999999,90,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,90,3.333333333,91,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,91,11.38071187,92,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,92,4.714045208,93,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,93,9.999999999,94,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,94,4.714045208,95,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,95,11.38071187,96,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,96,4.714045208,97,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,97,9.999999999,98,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,98,4.714045208,99,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,99,9.999999999,100,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,100,4.714045208,101,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,101,12.76142375,102,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,102,3.333333333,103,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,103,14.14213562,104,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,104,4.714045208,105,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,105,12.76142375,106,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,106,3.333333333,107,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,107,12.76142375,108,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,108,3.333333333,109,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,109,11.38071187,110,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,110,3.333333333,111,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,111,11.38071187,112,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,112,6.666666666,113,DRKR2SLB_qnp_bias.csv,0.00013465,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,113,11.38071187,114,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,114,3.333333333,115,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,115,9.999999999,116,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,116,3.333333333,117,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,117,11.38071187,118,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,118,4.714045208,119,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,119,9.999999999,120,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,120,4.714045208,121,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,121,11.38071187,122,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,122,4.714045208,123,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,123,9.999999999,124,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,124,4.714045208,125,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,125,9.999999999,126,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,126,4.714045208,127,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,127,12.76142375,128,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,128,3.333333333,129,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,129,14.14213562,130,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,130,4.714045208,131,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,131,12.76142375,132,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,132,3.333333333,133,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,133,12.76142375,134,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,134,3.333333333,135,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,135,11.38071187,136,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,136,3.333333333,137,DRKR2SLB_qnp_bias.csv,6.73E-05,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,137,11.38071187,138,DRKR2SLB_qnp_bias.csv,0.000201976,0,channelZone1_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
4,138,6.666666666,-1,DRKR2SLB_qnp_bias.csv,0.00013465,0,channelZone2_ratingTable1.csv,,,restored_PAR.csv,restored_degree.csv,restored_daily_detritus.csv
